ki , kp , kd 
0.000200 , 4.000000 , 25.000000 
Raspberry Pi HC-SR04 UltraSonic sensor
0, 1993262192
1, 1984873584
2, 1976484976
Raspberry Pi HC-SR04 UltraSonic sensor
Raspberry Pi HC-SR04 UltraSonic sensor
duty cycle:0.0% 1/255
duty cycle:0.0% 1/255
pivot: 6.7 
5.231998,0.136205,0.000000
5.231998,0.136467,0.000000
5.231998,0.136728,0.000000
5.231998,0.136990,0.000000
5.231998,0.137252,0.000000
5.231998,0.137513,0.000000
5.231998,0.137775,0.000000
5.231998,0.138036,0.000000
5.231998,0.138298,0.000000
5.231998,0.138560,0.000000
5.231998,0.138821,0.000000
5.231998,0.139083,0.000000
5.231998,0.139344,0.000000
5.231998,0.139606,0.000000
5.231998,0.139868,0.000000
5.231998,0.140129,0.000000
5.231998,0.140391,0.000000
5.231998,0.140652,0.000000
5.231998,0.140914,0.000000
5.231998,0.141176,0.000000
5.231998,0.141437,0.000000
5.231998,0.141699,0.000000
5.231998,0.141961,0.000000
5.231998,0.142222,0.000000
5.231998,0.142484,0.000000
5.231998,0.142745,0.000000
5.231998,0.143007,0.000000
5.231998,0.143269,0.000000
5.231998,0.143530,0.000000
5.231998,0.143792,0.000000
5.231998,0.144053,0.000000
5.231998,0.144315,0.000000
5.231998,0.144577,0.000000
5.231998,0.144838,0.000000
5.231998,0.145100,0.000000
5.231998,0.145361,0.000000
5.231998,0.145623,0.000000
5.231998,0.145885,0.000000
5.231998,0.146146,0.000000
5.231998,0.146408,0.000000
5.231998,0.146669,0.000000
5.231998,0.146931,0.000000
5.231998,0.147193,0.000000
5.231998,0.147454,0.000000
5.231998,0.147716,0.000000
5.231998,0.147977,0.000000
5.231998,0.148239,0.000000
5.231998,0.148501,0.000000
5.231998,0.148762,0.000000
5.231998,0.149024,0.000000
5.231998,0.149285,0.000000
5.231998,0.149547,0.000000
5.231998,0.149809,0.000000
5.231998,0.150070,0.000000
5.231998,0.150332,0.000000
5.231998,0.150593,0.000000
5.231998,0.150855,0.000000
5.231998,0.151117,0.000000
5.231998,0.151378,0.000000
5.231998,0.151640,0.000000
3.192000,0.151799,-12.749990
3.192000,0.151959,0.000000
3.192000,0.152119,0.000000
3.192000,0.152278,0.000000
3.192000,0.152438,0.000000
3.192000,0.152598,0.000000
3.192000,0.152757,0.000000
3.192000,0.152917,0.000000
3.192000,0.153076,0.000000
3.192000,0.153236,0.000000
3.192000,0.153396,0.000000
3.192000,0.153555,0.000000
3.192000,0.153715,0.000000
3.192000,0.153874,0.000000
3.192000,0.154034,0.000000
3.192000,0.154194,0.000000
3.192000,0.154353,0.000000
3.192000,0.154513,0.000000
3.192000,0.154672,0.000000
3.192000,0.154832,0.000000
3.192000,0.154992,0.000000
3.192000,0.155151,0.000000
3.192000,0.155311,0.000000
3.192000,0.155470,0.000000
3.192000,0.155630,0.000000
3.192000,0.155790,0.000000
3.192000,0.155949,0.000000
3.192000,0.156109,0.000000
3.192000,0.156268,0.000000
3.192000,0.156428,0.000000
3.192000,0.156588,0.000000
3.192000,0.156747,0.000000
3.192000,0.156907,0.000000
3.192000,0.157066,0.000000
3.192000,0.157226,0.000000
3.192000,0.157386,0.000000
3.192000,0.157545,0.000000
3.192000,0.157705,0.000000
3.192000,0.157865,0.000000
3.192000,0.158024,0.000000
3.192000,0.158184,0.000000
3.192000,0.158343,0.000000
3.192000,0.158503,0.000000
3.192000,0.158663,0.000000
3.192000,0.158822,0.000000
3.192000,0.158982,0.000000
3.192000,0.159141,0.000000
3.192000,0.159301,0.000000
3.192000,0.159461,0.000000
3.192000,0.159620,0.000000
3.192000,0.159780,0.000000
3.192000,0.159939,0.000000
3.192000,0.160099,0.000000
3.192000,0.160259,0.000000
3.192000,0.160418,0.000000
3.192000,0.160578,0.000000
3.192000,0.160737,0.000000
3.192000,0.160897,0.000000
3.192000,0.161057,0.000000
3.192000,0.161216,0.000000
3.192000,0.161376,0.000000
3.192000,0.161535,0.000000
3.192000,0.161695,0.000000
3.192000,0.161855,0.000000
3.192000,0.162014,0.000000
3.192000,0.162174,0.000000
3.192000,0.162334,0.000000
3.192000,0.162493,0.000000
3.192000,0.162653,0.000000
3.192000,0.162812,0.000000
3.192000,0.162972,0.000000
3.192000,0.163132,0.000000
3.192000,0.163291,0.000000
3.192000,0.163451,0.000000
3.192000,0.163610,0.000000
3.192000,0.163770,0.000000
3.192000,0.163930,0.000000
3.192000,0.164089,0.000000
3.192000,0.164249,0.000000
3.192000,0.164408,0.000000
3.192000,0.164568,0.000000
3.192000,0.164728,0.000000
3.192000,0.164887,0.000000
3.192000,0.165047,0.000000
3.192000,0.165206,0.000000
3.192000,0.165366,0.000000
3.192000,0.165526,0.000000
3.192000,0.165685,0.000000
7.271999,0.166049,25.499996
7.271999,0.166412,0.000000
7.271999,0.166776,0.000000
7.271999,0.167140,0.000000
7.271999,0.167503,0.000000
7.271999,0.167867,0.000000
7.271999,0.168230,0.000000
7.271999,0.168594,0.000000
7.271999,0.168958,0.000000
7.271999,0.169321,0.000000
7.271999,0.169685,0.000000
7.271999,0.170048,0.000000
7.271999,0.170412,0.000000
7.271999,0.170776,0.000000
7.271999,0.171139,0.000000
7.271999,0.171503,0.000000
7.271999,0.171866,0.000000
7.271999,0.172230,0.000000
7.271999,0.172594,0.000000
7.271999,0.172957,0.000000
7.271999,0.173321,0.000000
7.271999,0.173685,0.000000
7.271999,0.174048,0.000000
7.271999,0.174412,0.000000
7.271999,0.174775,0.000000
7.271999,0.175139,0.000000
7.271999,0.175503,0.000000
7.271999,0.175866,0.000000
7.271999,0.176230,0.000000
7.271999,0.176593,0.000000
7.271999,0.176957,0.000000
7.271999,0.177321,0.000000
7.271999,0.177684,0.000000
7.271999,0.178048,0.000000
7.271999,0.178411,0.000000
7.271999,0.178775,0.000000
7.271999,0.179139,0.000000
7.271999,0.179502,0.000000
7.271999,0.179866,0.000000
7.271999,0.180229,0.000000
7.271999,0.180593,0.000000
7.271999,0.180957,0.000000
7.271999,0.181320,0.000000
7.271999,0.181684,0.000000
7.271999,0.182047,0.000000
7.271999,0.182411,0.000000
7.271999,0.182775,0.000000
7.271999,0.183138,0.000000
7.271999,0.183502,0.000000
7.271999,0.183865,0.000000
7.271999,0.184229,0.000000
7.271999,0.184593,0.000000
7.271999,0.184956,0.000000
7.271999,0.185320,0.000000
7.271999,0.185683,0.000000
7.271999,0.186047,0.000000
7.271999,0.186411,0.000000
7.271999,0.186774,0.000000
7.271999,0.187138,0.000000
7.271999,0.187501,0.000000
7.271999,0.187865,0.000000
7.271999,0.188229,0.000000
7.271999,0.188592,0.000000
7.271999,0.188956,0.000000
7.271999,0.189319,0.000000
7.271999,0.189683,0.000000
7.271999,0.190047,0.000000
7.271999,0.190410,0.000000
7.271999,0.190774,0.000000
7.271999,0.191137,0.000000
7.271999,0.191501,0.000000
7.271999,0.191865,0.000000
7.271999,0.192228,0.000000
7.271999,0.192592,0.000000
7.271999,0.192955,0.000000
7.271999,0.193319,0.000000
7.271999,0.193683,0.000000
7.271999,0.194046,0.000000
7.271999,0.194410,0.000000
7.271999,0.194773,0.000000
7.271999,0.195137,0.000000
7.271999,0.195501,0.000000
7.271999,0.195864,0.000000
7.271999,0.196228,0.000000
7.271999,0.196592,0.000000
7.271999,0.196955,0.000000
7.271999,0.197319,0.000000
7.271999,0.197682,0.000000
7.271999,0.198046,0.000000
-11.496002,0.197471,-117.300011
-11.496002,0.196896,0.000000
-11.496002,0.196322,0.000000
-11.496002,0.195747,0.000000
-11.496002,0.195172,0.000000
-11.496002,0.194597,0.000000
-11.496002,0.194022,0.000000
-11.496002,0.193448,0.000000
-11.496002,0.192873,0.000000
-11.496002,0.192298,0.000000
-11.496002,0.191723,0.000000
-11.496002,0.191148,0.000000
-11.496002,0.190574,0.000000
-11.496002,0.189999,0.000000
-11.496002,0.189424,0.000000
-11.496002,0.188849,0.000000
-11.496002,0.188274,0.000000
-11.496002,0.187700,0.000000
-11.496002,0.187125,0.000000
-11.496002,0.186550,0.000000
-11.496002,0.185975,0.000000
-11.496002,0.185400,0.000000
-11.496002,0.184826,0.000000
-11.496002,0.184251,0.000000
-11.496002,0.183676,0.000000
-11.496002,0.183101,0.000000
-11.496002,0.182526,0.000000
-11.496002,0.181952,0.000000
-11.496002,0.181377,0.000000
-11.496002,0.180802,0.000000
-11.496002,0.180227,0.000000
-11.496002,0.179652,0.000000
-11.496002,0.179078,0.000000
-11.496002,0.178503,0.000000
-11.496002,0.177928,0.000000
-11.496002,0.177353,0.000000
-11.496002,0.176778,0.000000
-11.496002,0.176204,0.000000
-11.496002,0.175629,0.000000
-11.496002,0.175054,0.000000
-11.496002,0.174479,0.000000
-11.496002,0.173904,0.000000
-11.496002,0.173330,0.000000
-11.496002,0.172755,0.000000
-11.496002,0.172180,0.000000
-11.496002,0.171605,0.000000
-11.496002,0.171030,0.000000
-11.496002,0.170456,0.000000
-11.496002,0.169881,0.000000
-11.496002,0.169306,0.000000
-11.496002,0.168731,0.000000
-11.496002,0.168156,0.000000
-11.496002,0.167582,0.000000
-11.496002,0.167007,0.000000
-11.496002,0.166432,0.000000
-11.496002,0.165857,0.000000
-11.496002,0.165282,0.000000
-11.496002,0.164708,0.000000
-11.496002,0.164133,0.000000
-11.496002,0.163558,0.000000
-11.496002,0.162983,0.000000
-11.496002,0.162408,0.000000
-11.496002,0.161834,0.000000
-11.496002,0.161259,0.000000
-11.496002,0.160684,0.000000
-11.496002,0.160109,0.000000
-11.496002,0.159534,0.000000
-11.496002,0.158960,0.000000
-11.496002,0.158385,0.000000
-11.496002,0.157810,0.000000
-11.496002,0.157235,0.000000
-11.496002,0.156661,0.000000
-11.496002,0.156086,0.000000
-11.496002,0.155511,0.000000
-11.496002,0.154936,0.000000
-11.496002,0.154361,0.000000
-11.496002,0.153787,0.000000
-11.496002,0.153212,0.000000
-11.496002,0.152637,0.000000
-11.496002,0.152062,0.000000
-11.496002,0.151487,0.000000
-11.496002,0.150913,0.000000
-11.496002,0.150338,0.000000
-11.496002,0.149763,0.000000
-11.496002,0.149188,0.000000
-11.496002,0.148613,0.000000
-11.496002,0.148039,0.000000
-11.496002,0.147464,0.000000
3.192000,0.147623,91.800011
3.192000,0.147783,0.000000
3.192000,0.147943,0.000000
3.192000,0.148102,0.000000
3.192000,0.148262,0.000000
3.192000,0.148421,0.000000
3.192000,0.148581,0.000000
3.192000,0.148741,0.000000
3.192000,0.148900,0.000000
3.192000,0.149060,0.000000
3.192000,0.149219,0.000000
3.192000,0.149379,0.000000
3.192000,0.149539,0.000000
3.192000,0.149698,0.000000
3.192000,0.149858,0.000000
3.192000,0.150017,0.000000
3.192000,0.150177,0.000000
3.192000,0.150337,0.000000
3.192000,0.150496,0.000000
3.192000,0.150656,0.000000
3.192000,0.150815,0.000000
3.192000,0.150975,0.000000
3.192000,0.151135,0.000000
3.192000,0.151294,0.000000
3.192000,0.151454,0.000000
3.192000,0.151614,0.000000
3.192000,0.151773,0.000000
3.192000,0.151933,0.000000
3.192000,0.152092,0.000000
3.192000,0.152252,0.000000
3.192000,0.152412,0.000000
3.192000,0.152571,0.000000
3.192000,0.152731,0.000000
3.192000,0.152890,0.000000
3.192000,0.153050,0.000000
3.192000,0.153210,0.000000
3.192000,0.153369,0.000000
3.192000,0.153529,0.000000
3.192000,0.153688,0.000000
3.192000,0.153848,0.000000
3.192000,0.154008,0.000000
3.192000,0.154167,0.000000
3.192000,0.154327,0.000000
3.192000,0.154486,0.000000
3.192000,0.154646,0.000000
3.192000,0.154806,0.000000
3.192000,0.154965,0.000000
3.192000,0.155125,0.000000
3.192000,0.155284,0.000000
3.192000,0.155444,0.000000
3.192000,0.155604,0.000000
3.192000,0.155763,0.000000
3.192000,0.155923,0.000000
3.192000,0.156082,0.000000
3.192000,0.156242,0.000000
3.192000,0.156402,0.000000
3.192000,0.156561,0.000000
3.192000,0.156721,0.000000
3.192000,0.156881,0.000000
3.192000,0.157040,0.000000
3.192000,0.157200,0.000000
3.192000,0.157359,0.000000
3.192000,0.157519,0.000000
3.192000,0.157679,0.000000
3.192000,0.157838,0.000000
3.192000,0.157998,0.000000
3.192000,0.158157,0.000000
3.192000,0.158317,0.000000
3.192000,0.158477,0.000000
3.192000,0.158636,0.000000
3.192000,0.158796,0.000000
3.192000,0.158955,0.000000
3.192000,0.159115,0.000000
3.192000,0.159275,0.000000
3.192000,0.159434,0.000000
3.192000,0.159594,0.000000
3.192000,0.159753,0.000000
3.192000,0.159913,0.000000
3.192000,0.160073,0.000000
3.192000,0.160232,0.000000
3.192000,0.160392,0.000000
3.192000,0.160551,0.000000
3.192000,0.160711,0.000000
3.192000,0.160871,0.000000
3.192000,0.161030,0.000000
3.192000,0.161190,0.000000
3.192000,0.161350,0.000000
3.192000,0.161509,0.000000
3.192000,0.161669,0.000000
Left error
8.985599,0.162118,36.209991
Left error
8.985599,0.162567,0.000000
Left error
8.985599,0.163017,0.000000
Left error
8.985599,0.163466,0.000000
Left error
8.985599,0.163915,0.000000
Left error
8.985599,0.164364,0.000000
Left error
8.985599,0.164814,0.000000
Left error
8.985599,0.165263,0.000000
Left error
8.985599,0.165712,0.000000
Left error
8.985599,0.166162,0.000000
Left error
8.985599,0.166611,0.000000
Left error
8.985599,0.167060,0.000000
Left error
8.985599,0.167509,0.000000
Left error
8.985599,0.167959,0.000000
Left error
8.985599,0.168408,0.000000
Left error
8.985599,0.168857,0.000000
Left error
8.985599,0.169307,0.000000
Left error
8.985599,0.169756,0.000000
Left error
8.985599,0.170205,0.000000
Left error
8.985599,0.170654,0.000000
Left error
8.985599,0.171104,0.000000
Left error
8.985599,0.171553,0.000000
Left error
8.985599,0.172002,0.000000
Left error
8.985599,0.172452,0.000000
Left error
8.985599,0.172901,0.000000
Left error
8.985599,0.173350,0.000000
Left error
8.985599,0.173799,0.000000
Left error
8.985599,0.174249,0.000000
Left error
8.985599,0.174698,0.000000
Left error
8.985599,0.175147,0.000000
Left error
8.985599,0.175597,0.000000
Left error
8.985599,0.176046,0.000000
Left error
8.985599,0.176495,0.000000
Left error
8.985599,0.176944,0.000000
Left error
8.985599,0.177394,0.000000
Left error
8.985599,0.177843,0.000000
Left error
8.985599,0.178292,0.000000
Left error
8.985599,0.178742,0.000000
Left error
8.985599,0.179191,0.000000
Left error
8.985599,0.179640,0.000000
Left error
8.985599,0.180089,0.000000
Left error
8.985599,0.180539,0.000000
Left error
8.985599,0.180988,0.000000
Left error
8.985599,0.181437,0.000000
Left error
8.985599,0.181887,0.000000
Left error
8.985599,0.182336,0.000000
Left error
8.985599,0.182785,0.000000
Left error
8.985599,0.183234,0.000000
Left error
8.985599,0.183684,0.000000
Left error
8.985599,0.184133,0.000000
Left error
8.985599,0.184582,0.000000
Left error
8.985599,0.185032,0.000000
Left error
8.985599,0.185481,0.000000
Left error
8.985599,0.185930,0.000000
Left error
8.985599,0.186379,0.000000
Left error
8.985599,0.186829,0.000000
Left error
8.985599,0.187278,0.000000
Left error
8.985599,0.187727,0.000000
Left error
8.985599,0.188177,0.000000
Left error
8.985599,0.188626,0.000000
Left error
8.985599,0.189075,0.000000
Left error
8.985599,0.189524,0.000000
Left error
8.985599,0.189974,0.000000
Left error
8.985599,0.190423,0.000000
Left error
8.985599,0.190872,0.000000
Left error
8.985599,0.191322,0.000000
Left error
8.985599,0.191771,0.000000
Left error
8.985599,0.192220,0.000000
Left error
8.985599,0.192669,0.000000
Left error
8.985599,0.193119,0.000000
Left error
8.985599,0.193568,0.000000
Left error
8.985599,0.194017,0.000000
Left error
8.985599,0.194467,0.000000
Left error
8.985599,0.194916,0.000000
Left error
8.985599,0.195365,0.000000
Left error
8.985599,0.195814,0.000000
Left error
8.985599,0.196264,0.000000
Left error
8.985599,0.196713,0.000000
Left error
8.985599,0.197162,0.000000
Left error
8.985599,0.197612,0.000000
Left error
8.985599,0.198061,0.000000
Left error
8.985599,0.198510,0.000000
Left error
8.985599,0.198959,0.000000
Left error
8.985599,0.199409,0.000000
Left error
8.985599,0.199858,0.000000
Left error
8.985599,0.200307,0.000000
Left error
8.985599,0.200757,0.000000
Left error
8.985599,0.201206,0.000000
3.192000,0.201365,-36.209991
3.192000,0.201525,0.000000
3.192000,0.201685,0.000000
3.192000,0.201844,0.000000
3.192000,0.202004,0.000000
3.192000,0.202163,0.000000
3.192000,0.202323,0.000000
3.192000,0.202483,0.000000
3.192000,0.202642,0.000000
3.192000,0.202802,0.000000
3.192000,0.202961,0.000000
3.192000,0.203121,0.000000
3.192000,0.203281,0.000000
3.192000,0.203440,0.000000
3.192000,0.203600,0.000000
3.192000,0.203759,0.000000
3.192000,0.203919,0.000000
3.192000,0.204079,0.000000
3.192000,0.204238,0.000000
3.192000,0.204398,0.000000
3.192000,0.204558,0.000000
3.192000,0.204717,0.000000
3.192000,0.204877,0.000000
3.192000,0.205036,0.000000
3.192000,0.205196,0.000000
3.192000,0.205356,0.000000
3.192000,0.205515,0.000000
3.192000,0.205675,0.000000
3.192000,0.205834,0.000000
3.192000,0.205994,0.000000
3.192000,0.206154,0.000000
3.192000,0.206313,0.000000
3.192000,0.206473,0.000000
3.192000,0.206632,0.000000
3.192000,0.206792,0.000000
3.192000,0.206952,0.000000
3.192000,0.207111,0.000000
3.192000,0.207271,0.000000
3.192000,0.207430,0.000000
3.192000,0.207590,0.000000
3.192000,0.207750,0.000000
3.192000,0.207909,0.000000
3.192000,0.208069,0.000000
3.192000,0.208228,0.000000
3.192000,0.208388,0.000000
3.192000,0.208548,0.000000
3.192000,0.208707,0.000000
3.192000,0.208867,0.000000
3.192000,0.209027,0.000000
3.192000,0.209186,0.000000
3.192000,0.209346,0.000000
3.192000,0.209505,0.000000
3.192000,0.209665,0.000000
3.192000,0.209825,0.000000
3.192000,0.209984,0.000000
3.192000,0.210144,0.000000
3.192000,0.210303,0.000000
3.192000,0.210463,0.000000
3.192000,0.210623,0.000000
3.192000,0.210782,0.000000
3.192000,0.210942,0.000000
3.192000,0.211101,0.000000
3.192000,0.211261,0.000000
3.192000,0.211421,0.000000
3.192000,0.211580,0.000000
3.192000,0.211740,0.000000
3.192000,0.211899,0.000000
3.192000,0.212059,0.000000
3.192000,0.212219,0.000000
3.192000,0.212378,0.000000
3.192000,0.212538,0.000000
3.192000,0.212697,0.000000
3.192000,0.212857,0.000000
3.192000,0.213017,0.000000
3.192000,0.213176,0.000000
3.192000,0.213336,0.000000
3.192000,0.213495,0.000000
3.192000,0.213655,0.000000
3.192000,0.213815,0.000000
3.192000,0.213974,0.000000
3.192000,0.214134,0.000000
3.192000,0.214294,0.000000
3.192000,0.214453,0.000000
3.192000,0.214613,0.000000
3.192000,0.214772,0.000000
3.192000,0.214932,0.000000
3.192000,0.215092,0.000000
3.192000,0.215251,0.000000
1.151999,0.215309,-12.750006
1.151999,0.215366,0.000000
1.151999,0.215424,0.000000
1.151999,0.215482,0.000000
1.151999,0.215539,0.000000
1.151999,0.215597,0.000000
1.151999,0.215654,0.000000
1.151999,0.215712,0.000000
1.151999,0.215769,0.000000
1.151999,0.215827,0.000000
1.151999,0.215885,0.000000
1.151999,0.215942,0.000000
1.151999,0.216000,0.000000
1.151999,0.216057,0.000000
1.151999,0.216115,0.000000
1.151999,0.216173,0.000000
1.151999,0.216230,0.000000
1.151999,0.216288,0.000000
1.151999,0.216345,0.000000
1.151999,0.216403,0.000000
1.151999,0.216461,0.000000
1.151999,0.216518,0.000000
1.151999,0.216576,0.000000
1.151999,0.216633,0.000000
1.151999,0.216691,0.000000
1.151999,0.216749,0.000000
1.151999,0.216806,0.000000
1.151999,0.216864,0.000000
1.151999,0.216921,0.000000
1.151999,0.216979,0.000000
1.151999,0.217037,0.000000
1.151999,0.217094,0.000000
1.151999,0.217152,0.000000
1.151999,0.217209,0.000000
1.151999,0.217267,0.000000
1.151999,0.217324,0.000000
1.151999,0.217382,0.000000
1.151999,0.217440,0.000000
1.151999,0.217497,0.000000
1.151999,0.217555,0.000000
1.151999,0.217612,0.000000
1.151999,0.217670,0.000000
1.151999,0.217728,0.000000
1.151999,0.217785,0.000000
1.151999,0.217843,0.000000
1.151999,0.217900,0.000000
1.151999,0.217958,0.000000
1.151999,0.218016,0.000000
1.151999,0.218073,0.000000
1.151999,0.218131,0.000000
1.151999,0.218188,0.000000
1.151999,0.218246,0.000000
1.151999,0.218304,0.000000
1.151999,0.218361,0.000000
1.151999,0.218419,0.000000
1.151999,0.218476,0.000000
1.151999,0.218534,0.000000
1.151999,0.218592,0.000000
1.151999,0.218649,0.000000
1.151999,0.218707,0.000000
1.151999,0.218764,0.000000
1.151999,0.218822,0.000000
1.151999,0.218880,0.000000
1.151999,0.218937,0.000000
1.151999,0.218995,0.000000
1.151999,0.219052,0.000000
1.151999,0.219110,0.000000
1.151999,0.219167,0.000000
1.151999,0.219225,0.000000
1.151999,0.219283,0.000000
1.151999,0.219340,0.000000
1.151999,0.219398,0.000000
1.151999,0.219455,0.000000
1.151999,0.219513,0.000000
1.151999,0.219571,0.000000
1.151999,0.219628,0.000000
1.151999,0.219686,0.000000
1.151999,0.219743,0.000000
1.151999,0.219801,0.000000
1.151999,0.219859,0.000000
1.151999,0.219916,0.000000
1.151999,0.219974,0.000000
1.151999,0.220031,0.000000
1.151999,0.220089,0.000000
1.151999,0.220147,0.000000
1.151999,0.220204,0.000000
1.151999,0.220262,0.000000
1.151999,0.220319,0.000000
1.151999,0.220377,0.000000
-0.888002,0.220333,-12.750006
-0.888002,0.220288,0.000000
-0.888002,0.220244,0.000000
-0.888002,0.220199,0.000000
-0.888002,0.220155,0.000000
-0.888002,0.220110,0.000000
-0.888002,0.220066,0.000000
-0.888002,0.220022,0.000000
-0.888002,0.219977,0.000000
-0.888002,0.219933,0.000000
-0.888002,0.219888,0.000000
-0.888002,0.219844,0.000000
-0.888002,0.219800,0.000000
-0.888002,0.219755,0.000000
-0.888002,0.219711,0.000000
-0.888002,0.219666,0.000000
-0.888002,0.219622,0.000000
-0.888002,0.219578,0.000000
-0.888002,0.219533,0.000000
-0.888002,0.219489,0.000000
-0.888002,0.219444,0.000000
-0.888002,0.219400,0.000000
-0.888002,0.219356,0.000000
-0.888002,0.219311,0.000000
-0.888002,0.219267,0.000000
-0.888002,0.219222,0.000000
-0.888002,0.219178,0.000000
-0.888002,0.219134,0.000000
-0.888002,0.219089,0.000000
-0.888002,0.219045,0.000000
-0.888002,0.219000,0.000000
-0.888002,0.218956,0.000000
-0.888002,0.218912,0.000000
-0.888002,0.218867,0.000000
-0.888002,0.218823,0.000000
-0.888002,0.218778,0.000000
-0.888002,0.218734,0.000000
-0.888002,0.218690,0.000000
-0.888002,0.218645,0.000000
-0.888002,0.218601,0.000000
-0.888002,0.218556,0.000000
-0.888002,0.218512,0.000000
-0.888002,0.218467,0.000000
-0.888002,0.218423,0.000000
-0.888002,0.218379,0.000000
-0.888002,0.218334,0.000000
-0.888002,0.218290,0.000000
-0.888002,0.218245,0.000000
-0.888002,0.218201,0.000000
-0.888002,0.218157,0.000000
-0.888002,0.218112,0.000000
-0.888002,0.218068,0.000000
-0.888002,0.218023,0.000000
-0.888002,0.217979,0.000000
-0.888002,0.217935,0.000000
-0.888002,0.217890,0.000000
-0.888002,0.217846,0.000000
-0.888002,0.217801,0.000000
-0.888002,0.217757,0.000000
-0.888002,0.217713,0.000000
-0.888002,0.217668,0.000000
-0.888002,0.217624,0.000000
-0.888002,0.217579,0.000000
-0.888002,0.217535,0.000000
-0.888002,0.217491,0.000000
-0.888002,0.217446,0.000000
-0.888002,0.217402,0.000000
-0.888002,0.217357,0.000000
-0.888002,0.217313,0.000000
-0.888002,0.217269,0.000000
-0.888002,0.217224,0.000000
-0.888002,0.217180,0.000000
-0.888002,0.217135,0.000000
-0.888002,0.217091,0.000000
-0.888002,0.217047,0.000000
-0.888002,0.217002,0.000000
-0.888002,0.216958,0.000000
-0.888002,0.216913,0.000000
-0.888002,0.216869,0.000000
-0.888002,0.216824,0.000000
-0.888002,0.216780,0.000000
-0.888002,0.216736,0.000000
-0.888002,0.216691,0.000000
-0.888002,0.216647,0.000000
-0.888002,0.216602,0.000000
-0.888002,0.216558,0.000000
-0.888002,0.216514,0.000000
-0.888002,0.216469,0.000000
2.784000,0.216608,22.950012
2.784000,0.216748,0.000000
2.784000,0.216887,0.000000
2.784000,0.217026,0.000000
2.784000,0.217165,0.000000
2.784000,0.217304,0.000000
2.784000,0.217444,0.000000
2.784000,0.217583,0.000000
2.784000,0.217722,0.000000
2.784000,0.217861,0.000000
2.784000,0.218001,0.000000
2.784000,0.218140,0.000000
2.784000,0.218279,0.000000
2.784000,0.218418,0.000000
2.784000,0.218557,0.000000
2.784000,0.218697,0.000000
2.784000,0.218836,0.000000
2.784000,0.218975,0.000000
2.784000,0.219114,0.000000
2.784000,0.219253,0.000000
2.784000,0.219393,0.000000
2.784000,0.219532,0.000000
2.784000,0.219671,0.000000
2.784000,0.219810,0.000000
2.784000,0.219949,0.000000
2.784000,0.220089,0.000000
2.784000,0.220228,0.000000
2.784000,0.220367,0.000000
2.784000,0.220506,0.000000
2.784000,0.220645,0.000000
2.784000,0.220785,0.000000
2.784000,0.220924,0.000000
2.784000,0.221063,0.000000
2.784000,0.221202,0.000000
2.784000,0.221341,0.000000
2.784000,0.221481,0.000000
2.784000,0.221620,0.000000
2.784000,0.221759,0.000000
2.784000,0.221898,0.000000
2.784000,0.222038,0.000000
2.784000,0.222177,0.000000
2.784000,0.222316,0.000000
2.784000,0.222455,0.000000
2.784000,0.222594,0.000000
2.784000,0.222734,0.000000
2.784000,0.222873,0.000000
2.784000,0.223012,0.000000
2.784000,0.223151,0.000000
2.784000,0.223290,0.000000
2.784000,0.223430,0.000000
2.784000,0.223569,0.000000
2.784000,0.223708,0.000000
2.784000,0.223847,0.000000
2.784000,0.223986,0.000000
2.784000,0.224126,0.000000
2.784000,0.224265,0.000000
2.784000,0.224404,0.000000
2.784000,0.224543,0.000000
2.784000,0.224682,0.000000
2.784000,0.224822,0.000000
2.784000,0.224961,0.000000
2.784000,0.225100,0.000000
2.784000,0.225239,0.000000
2.784000,0.225378,0.000000
2.784000,0.225518,0.000000
2.784000,0.225657,0.000000
2.784000,0.225796,0.000000
2.784000,0.225935,0.000000
2.784000,0.226075,0.000000
2.784000,0.226214,0.000000
2.784000,0.226353,0.000000
2.784000,0.226492,0.000000
2.784000,0.226631,0.000000
2.784000,0.226771,0.000000
2.784000,0.226910,0.000000
2.784000,0.227049,0.000000
2.784000,0.227188,0.000000
2.784000,0.227327,0.000000
2.784000,0.227467,0.000000
2.784000,0.227606,0.000000
2.784000,0.227745,0.000000
2.784000,0.227884,0.000000
2.784000,0.228023,0.000000
2.784000,0.228163,0.000000
2.784000,0.228302,0.000000
2.784000,0.228441,0.000000
2.784000,0.228580,0.000000
2.784000,0.228719,0.000000
6.863999,0.229063,25.500000
6.863999,0.229406,0.000000
6.863999,0.229749,0.000000
6.863999,0.230092,0.000000
6.863999,0.230435,0.000000
6.863999,0.230779,0.000000
6.863999,0.231122,0.000000
6.863999,0.231465,0.000000
6.863999,0.231808,0.000000
6.863999,0.232151,0.000000
6.863999,0.232495,0.000000
6.863999,0.232838,0.000000
6.863999,0.233181,0.000000
6.863999,0.233524,0.000000
6.863999,0.233867,0.000000
6.863999,0.234211,0.000000
6.863999,0.234554,0.000000
6.863999,0.234897,0.000000
6.863999,0.235240,0.000000
6.863999,0.235583,0.000000
6.863999,0.235927,0.000000
6.863999,0.236270,0.000000
6.863999,0.236613,0.000000
6.863999,0.236956,0.000000
6.863999,0.237300,0.000000
6.863999,0.237643,0.000000
6.863999,0.237986,0.000000
6.863999,0.238329,0.000000
6.863999,0.238672,0.000000
6.863999,0.239016,0.000000
6.863999,0.239359,0.000000
